num,Informatiksicherheit,Geschlecht,Altersklasse,Bildungsstand,Jahr,Absolut / relativ,Resultat
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Unter 25 Jahren,2019,Anzahl Personen,Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Unter 25 Jahren,2019,Anzahl Personen,Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Unter 25 Jahren,2019,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Unter 25 Jahren,2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
55905,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Unter 25 Jahren,2017,Anzahl Personen,Wert
21881,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Unter 25 Jahren,2017,Anzahl Personen,Konfidenzintervall +/-
12.4,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Unter 25 Jahren,2017,Anteil (in % der Gesamtbevölkerung),Wert
4.7,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Unter 25 Jahren,2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
59158,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Unter 25 Jahren,2014,Anzahl Personen,Wert
22901,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Unter 25 Jahren,2014,Anzahl Personen,Konfidenzintervall +/-
11.9,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Unter 25 Jahren,2014,Anteil (in % der Gesamtbevölkerung),Wert
4.5,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,Altersklasse - Total,Unter 25 Jahren,2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Bildungsstand - Total,2019,Anzahl Personen,Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Bildungsstand - Total,2019,Anzahl Personen,Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Bildungsstand - Total,2019,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Bildungsstand - Total,2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
74884,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Bildungsstand - Total,2017,Anzahl Personen,Wert
26403,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Bildungsstand - Total,2017,Anzahl Personen,Konfidenzintervall +/-
10.9,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Bildungsstand - Total,2017,Anteil (in % der Gesamtbevölkerung),Wert
3.8,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Bildungsstand - Total,2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
77875,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Bildungsstand - Total,2014,Anzahl Personen,Wert
28317,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Bildungsstand - Total,2014,Anzahl Personen,Konfidenzintervall +/-
9.9,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Bildungsstand - Total,2014,Anteil (in % der Gesamtbevölkerung),Wert
3.5,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Bildungsstand - Total,2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2019,Anzahl Personen,Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2019,Anzahl Personen,Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2017,Anzahl Personen,Wert
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2017,Anzahl Personen,Konfidenzintervall +/-
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Wert
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anzahl Personen,Wert
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anzahl Personen,Konfidenzintervall +/-
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Wert
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2019,Anzahl Personen,Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2019,Anzahl Personen,Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2017,Anzahl Personen,Wert
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2017,Anzahl Personen,Konfidenzintervall +/-
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Wert
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2014,Anzahl Personen,Wert
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2014,Anzahl Personen,Konfidenzintervall +/-
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Wert
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2019,Anzahl Personen,Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2019,Anzahl Personen,Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2017,Anzahl Personen,Wert
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2017,Anzahl Personen,Konfidenzintervall +/-
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Wert
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2014,Anzahl Personen,Wert
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2014,Anzahl Personen,Konfidenzintervall +/-
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Wert
""".....""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Unter 25 Jahren,2019,Anzahl Personen,Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Unter 25 Jahren,2019,Anzahl Personen,Konfidenzintervall +/-
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Unter 25 Jahren,2019,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Unter 25 Jahren,2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
55905,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Unter 25 Jahren,2017,Anzahl Personen,Wert
21881,Auftreten von anderen Problemen als Spam oder Virus (in den letzten zwölf Monaten) (bis 2017),Mann,15 bis 29 Jahre,Unter 25 Jahren,2017,Anzahl Personen,Konfidenzintervall +/-
