num,E-commerce: gekaufte Produkte,Geschlecht,Altersklasse,Bildungsstand,Jahr,Absolut / relativ,Resultat
"""...."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,60 Jahre und älter,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""...."""," Online-Kauf von physischen Gütern: Lieferungen von Restaurants, Pizzerien, Fastfood Restaurants oder anderen Caterern",Frau,60 Jahre und älter,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
947504, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2021,Anzahl Personen,Wert
84989, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
13.4, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
1.2, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""", Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
""".....""", Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
""".....""", Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
""".....""", Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
269947, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
48768, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
11.1, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
1.9, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
555236, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
66161, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
19.3, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
2.2, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
86717, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2021,Anzahl Personen,Wert
26592, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
10.5, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
3.1, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
143643, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Wert
35392, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
10.8, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
2.6, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""", Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
""".....""", Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
""".....""", Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
""".....""", Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""", Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
""".....""", Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
""".....""", Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
""".....""", Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""", Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
""".....""", Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
""".....""", Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
""".....""", Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
86717, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Wert
26592, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
10.5, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
3.1, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
619215, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,30 bis 59 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Wert
67715, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,30 bis 59 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
16.7, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,30 bis 59 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
1.8, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,30 bis 59 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""", Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
""".....""", Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
""".....""", Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
""".....""", Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
181799, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
39419, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
14.4, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
3, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
411079, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
56848, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
21.5, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
2.8, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....""", Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,30 bis 59 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Wert
"""....""", Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,30 bis 59 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
"""....""", Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,30 bis 59 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....""", Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,30 bis 59 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
184646, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,60 Jahre und älter,Bildungsstand - Total,2021,Anzahl Personen,Wert
37753, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,60 Jahre und älter,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
9.2, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,60 Jahre und älter,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
1.9, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,60 Jahre und älter,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""", Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
""".....""", Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
""".....""", Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
""".....""", Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
52592, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
21027, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
5.7, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
2.3, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
122788, Online-Kauf von physischen Gütern: Lebensmittel oder Getränke von Geschäften oder Lieferanten von Mahlzeitenkits,Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
